ville;latitude;longitude
Belforet En Perche;48.391030355;0.522352245
Heloup;48.396608876;0.035236785
Juvigny Val D Andaine;48.532519881;-0.545110722
Juvigny Val D Andaine;48.532519881;-0.545110722
La Lande De Louge;48.700433223;-0.250091155
Longny Les Villages;48.549580797;0.788804536
Longny Les Villages;48.549580797;0.788804536
Magny Le Desert;48.570504088;-0.323366736
Marchemaisons;48.522253151;0.314597699
Mauves Sur Huisne;48.438291634;0.608322393
Mehoudin;48.508777513;-0.381224522
Le Mele Sur Sarthe;48.510971703;0.352067463
Merri;48.849851636;-0.047276314
Montgaudry;48.409792463;0.397010413
Montilly Sur Noireau;48.814670772;-0.5711271450000001
Moutiers Au Perche;48.482817006;0.85632261
Neauphe Sur Dive;48.851579118;0.094972711
Necy;48.828330881;-0.118914241
Nonant Le Pin;48.703305172;0.207206258
Perrou;48.575950466;-0.549495847
Planches;48.689345876;0.377540117
Pointel;48.694857355;-0.34894215
Pontchardon;48.930483029;0.262252444
Putanges Le Lac;48.772719718;-0.29199784
Putanges Le Lac;48.772719718;-0.29199784
Ri;48.788800662;-0.138988517
Rouperroux;48.548315529;-0.078927227
St Bomer Les Forges;48.645067865;-0.622825802
St Ceneri Le Gerei;48.388643514;-0.040291689
Boischampre;48.672330657;0.007804396
Ste Gauburge Ste Colombe;48.707560521;0.444101684
St Georges D Annebecq;48.631048537;-0.265761002
St Germain Du Corbeis;48.417834165;0.057464921
St Germain Le Vieux;48.611022355;0.310554102
St Hilaire Sur Risle;48.724147401;0.507779418
Les Aspres;48.675769464;0.61041796
Charencey;48.64116285;0.7700685540000001
St Paul;48.739262771;-0.630745016
St Pierre Des Loges;48.743328401;0.466497261
St Sauveur De Carrouges;48.589423452;-0.109484654
Sap En Auge;48.88862934;0.326276137
Le Sap Andre;48.828766993;0.390231101
Sarceaux;48.715752017;-0.034364976
Sevigny;48.773003222;-0.019564043
Gouffern En Auge;48.776641655;0.127897859
Gouffern En Auge;48.776641655;0.127897859
Gouffern En Auge;48.776641655;0.127897859
Sure;48.369250712;0.406824699
Tellieres Le Plessis;48.621183898;0.393555677
Val Au Perche;48.281680764;0.700116186
Val Au Perche;48.281680764;0.700116186
Tremont;48.599600867;0.273509669
La Ventrouze;48.612383421;0.6891452560000001
Vidai;48.459680908;0.376390261
Hauteville Sur Mer;48.974435903;-1.54286688
La Haye D Ectot;49.393779867;-1.729833249
La Haye;49.285920052;-1.5937159200000002
La Haye;49.285920052;-1.5937159200000002
La Haye Pesnel;48.809850308;-1.3747037130000002
Hemevez;49.462132422;-1.434897725
Heugueville Sur Sienne;49.037875698;-1.511868085
Hiesville;49.371797515;-1.259556703
Isigny Le Buat;48.621490391;-1.182914003
Isigny Le Buat;48.621490391;-1.182914003
Isigny Le Buat;48.621490391;-1.182914003
Juvigny Les Vallees;48.679430021;-1.023334304
Juvigny Les Vallees;48.679430021;-1.023334304
Laulne;49.250533138;-1.456017432
Lengronne;48.934073307;-1.378137872
Lessay;49.22497991;-1.5308811800000002
Lestre;49.525605669;-1.322808473
Le Lorey;49.098075654;-1.299518016
Marchesieux;49.189009085;-1.306544498
Maupertus Sur Mer;49.657338682;-1.48406189
Montabot;48.936865853;-1.132523964
Montaigu Les Bois;48.89130228;-1.270212331
Montjoie St Martin;48.525766976;-1.28906754
Montmartin Sur Mer;48.991486338;-1.5299794370000002
Le Mont St Michel;48.622045729;-1.532287932
La Mouche;48.785503398;-1.35189348
Moulines;48.548560416;-1.046431445
Moyon Villages;48.995884519;-1.130048201
Muneville Sur Mer;48.936672112;-1.487344036
Orglandes;49.424225453;-1.440292066
Orval Sur Sienne;49.009868871;-1.475682042
Picauville;49.376182114;-1.39966233
Picauville;49.376182114;-1.39966233
Pierreville;49.467396655;-1.778099052
Pontaubault;48.625254798;-1.354035232
Pontorson;48.560585631;-1.468782641
Port Bail Sur Mer;49.338904685;-1.6823335460000002
Quettehou;49.584938237;-1.323237285
Regneville Sur Mer;49.016176764;-1.538304723
Reigneville Bocage;49.410993873;-1.473533068
Rocheville;49.500842562;-1.592823025
Romagny Fontenay;48.635195091;-0.988215473
Romagny Fontenay;48.635195091;-0.988215473
St Aubin De Terregatte;48.570671277;-1.287756292
St Clement Rancoudray;48.669159781;-0.890214045
St Germain D Elle;49.119854906;-0.920582478
St Germain Sur Ay;49.237386753;-1.608499395
St Jean De Daye;49.232018487;-1.135948714
St Jean De La Riviere;49.368814004;-1.740600589
St Jean Des Champs;48.823637368;-1.463911571
St Laurent De Cuves;48.749917737;-1.115638578
St Lo;49.109856324;-1.077397641
Ste Marie Du Mont;49.395261718;-1.203347013
St Martin D Aubigny;49.168622216;-1.352470217
Ste Mere Eglise;49.41611851;-1.303124067
Ste Mere Eglise;49.41611851;-1.303124067
St Pierre De Semilly;49.122143203;-0.997093657
Bourgvallees;49.039373903;-1.130362844
St Sauveur Villages;49.131440063;-1.409137496
St Sauveur Villages;49.131440063;-1.409137496
Sartilly Baie Bocage;48.751681307;-1.448795905
Sortosville;49.482162376;-1.428848516
Le Teilleul;48.544680822;-0.894571796
Le Teilleul;48.544680822;-0.894571796
Tessy Bocage;48.959967927;-1.065036736
Teurtheville Bocage;49.592648231;-1.394595025
Teurtheville Hague;49.583542283;-1.738292114
Torigny Les Villes;49.000517147;-0.96843259
Torigny Les Villes;49.000517147;-0.96843259
Le Vast;49.618302911;-1.358022346
Vernix;48.715075659;-1.227847517
Yquelon;48.843982659;-1.550955947
Brion;46.168166789;5.546506151
Chezery Forens;46.222560403;5.872426209
Fareins;46.02127524;4.76219161
Nurieux Volognat;46.183432397;5.5145568140000005
Outriaz;46.067320468;5.556794597
St Martin Du Frene;46.136010859;5.571551452
Vieu D Izenave;46.085226859;5.549465493
Savy;49.834323991;3.197064573
Septmonts;49.337937925;3.362182358
Sery Les Mezieres;49.764660561;3.423656611
Sommelans;49.135745168;3.292411574
Sommette Eaucourt;49.728510267;3.118473135
Soucy;49.32198252;3.123032313
Tartiers;49.440183685;3.231988167
Tergnier;49.656818136;3.299606912
Tergnier;49.656818136;3.299606912
Torcy En Valois;49.082649786;3.274127222
Travecy;49.685606604;3.345025241
Trelou Sur Marne;49.091434595;3.601837263
Urcel;49.493641637;3.557450302
La Vallee Au Ble;49.857219862;3.794619089
Vassogne;49.420812508;3.730213707
Vaux Andigny;50.010714213;3.523380121
Verdilly;49.074291482;3.422194619
Grand Verly;49.943282969;3.581462651
La Freissinouse;44.535312908;6.008660299
Pelleautier;44.510217516;5.999416634
Antibes;43.587761948;7.105220285
Grasse;43.655947795;6.931948216
Grasse;43.655947795;6.931948216
Aclou;49.165580435;0.698765378
Acon;48.769859509;1.104718837
Ambenay;48.840243242;0.7408847190000001
Amecourt;49.37726881;1.733450056
Amfreville St Amand;49.218698918;0.926176229
Le Val D Hazey;49.170308197;1.315259202
Aulnay Sur Iton;48.993083768;1.054458018
Chambois;48.903700929;1.150740819
Balines;48.748355848;0.978374383
Barville;49.158280378;0.485235825
Bazoques;49.170994954;0.5504356490000001
Mesnil En Ouche;48.984169237;0.663553111
Mesnil En Ouche;48.984169237;0.663553111
Bernienville;49.074530781;1.028243292
Les Trois Lacs;49.216913483;1.333285694
Les Trois Lacs;49.216913483;1.333285694
Berthouville;49.171584558;0.62329252
Le Beage;44.855321386;4.130108786
Beuzeville;49.337835015;0.342881414
Frenelles En Vexin;49.2889141;1.454549128
Boissy Lamberville;49.156997314;0.5785937050000001
Flancourt Crescy En Roumois;49.324109795;0.775105488
Thenouville;49.294797225;0.779810035
Bourg Achard;49.345438531;0.809406692
Grand Bourgtheroulde;49.306375612;0.861932711
Grand Bourgtheroulde;49.306375612;0.861932711
Grand Bourgtheroulde;49.306375612;0.861932711
Breteuil;48.82647523;0.8926102610000001
Brionne;49.188224933;0.712200461
Caillouet Orgeville;49.003734006;1.3150038830000002
Canappeville;49.157170068;1.08960412
Chambray;49.08009323;1.319051517
Charleval;49.380296058;1.389750328
Chateau Sur Epte;49.200280252;1.659578055
Marbois;48.88208544;0.965668297
Conteville;49.417402138;0.391492111
Courbepine;49.129164977;0.5659807130000001
Clef Vallee D Eure;49.117200061;1.249941639
Mesnils Sur Iton;48.848498895;1.05233504
Mesnils Sur Iton;48.848498895;1.05233504
Mesnils Sur Iton;48.848498895;1.05233504
Douains;49.043990233;1.431650524
Douville Sur Andelle;49.333349854;1.307619617
Lanarce;44.72930042;3.997015383
Drucourt;49.116043633;0.458206038
Ecauville;49.126758245;0.993396072
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Ecquetot;49.169128387;1.012754359
Emanville;49.059749339;0.906829088
Epegard;49.182745936;0.8743258920000001
Epreville Pres Le Neubourg;49.129557075;0.8763001960000001
Ferrieres St Hilaire;49.028141686;0.5696057790000001
Fleury La Foret;49.426886719;1.555183613
Flipou;49.313114859;1.283712401
Folleville;49.161815603;0.512754094
Fontaine La Louvet;49.15838998;0.445872252
Fontaine Sous Jouy;49.064411411;1.280717432
Foulbec;49.394020073;0.422732317
Le Perrey;49.390612805;0.5547812830000001
La Baronnie;48.942556377;1.26376067
Garennes Sur Eure;48.909348085;1.433578687
Gauciel;49.035412295;1.247229451
Gaudreville La Riviere;48.960184222;1.030425218
Giverny;49.082318367;1.533202189
Glisolles;48.987083873;1.002922571
Goupil Othon;49.119523661;0.7756218810000001
Gournay Le Guerin;48.716409673;0.7690490710000001
Harcourt;49.166055728;0.7750744340000001
La Harengere;49.231665356;1.001432328
St Julien Vocance;45.16699845;4.487634915
La Haye Aubree;49.394421377;0.693091836
La Haye Le Comte;49.196343283;1.134801261
Hecmanville;49.172101854;0.663606099
Heubecourt Haricourt;49.130163402;1.563983698
Heuqueville;49.287322022;1.321501235
Hondouville;49.144794867;1.115167181
La Lande St Leger;49.297401804;0.335348039
Lignerolles;48.844556625;1.272253912
Lilly;49.402973419;1.566283468
Louviers;49.220716653;1.153328993
Malouy;49.128418702;0.528368838
Marais Vernier;49.437553665;0.464696919
Marbeuf;49.153860429;0.963323053
Martainville;49.303246599;0.385876278
Martot;49.278036212;1.07039813
Vals Les Bains;44.666938134;4.343352653
Le Mesnil Jourdain;49.181092936;1.127379229
Mesnil Sur L Estree;48.776085924;1.289822526
Mezieres En Vexin;49.175865124;1.503088964
Mousseaux Neuville;48.906859206;1.338018572
Muzy;48.77820499;1.324829518
Nagel Seez Mesnil;48.924701252;0.940355501
Nassandres Sur Risle;49.14237939;0.714290167
La Neuve Lyre;48.902390825;0.736436333
Neuville Sur Authou;49.20481577;0.628478266
Pacy Sur Eure;49.017296826;1.38071521
Perriers Sur Andelle;49.408625994;1.36302125
Perruel;49.432755559;1.36070038
Piencourt;49.17149244;0.407802217
Les Places;49.153568766;0.416458884
Le Planquay;49.093690376;0.425526605
Le Plessis Grohan;48.944230543;1.133141119
Le Plessis Hebert;48.981731822;1.36370424
Porte De Seine;49.26369909;1.260889187
Portes;49.025096567;0.947873
Les Preaux;49.328171394;0.480319261
Pressagny L Orgueilleux;49.130882946;1.464673974
Romilly Sur Andelle;49.334490077;1.254133394
Rouge Perriers;49.146763356;0.832834041
Sacquenville;49.081331684;1.074723737
St Agnan De Cernieres;48.949652653;0.532519696
St Aubin De Scellon;49.177128721;0.473635742
St Christophe Sur Conde;49.28551111;0.601030731
St Cyr De Salerne;49.185461524;0.6537029590000001
St Etienne L Allier;49.265845769;0.557166174
Le Mesnil St Jean;49.219496742;0.562037462
St Germain Des Angles;49.088009126;1.137755647
St Luc;48.973899191;1.232297399
St Mards De Blacarville;49.377058049;0.5097771170000001
St Mards De Fresne;49.080481061;0.454559922
Ste Marie D Attez;48.802987584;0.969789548
St Ouen De Pontcheuil;49.234802306;0.950774265
St Philbert Sur Boissey;49.258125357;0.7845782720000001
St Pierre Des Fleurs;49.249860196;0.962559166
St Pierre Du Bosguerard;49.260132781;0.8904822830000001
St Sebastien De Morsent;49.012728054;1.074572781
St Victor Sur Avre;48.696144091;0.850755802
St Vincent Des Bois;49.060122113;1.393278843
Selles;49.301219937;0.488736057
Serquigny;49.115140358;0.707158116
Le Thuit;49.260003348;1.368033364
Tocqueville;49.408887768;0.613597658
Touffreville;49.344879488;1.43642147
Tourneville;49.095130654;1.106819817
Tourville Sur Pont Audemer;49.32162231;0.51685177
Toutainville;49.356455381;0.458847259
Verneuil D Avre Et D Iton;48.762299592;0.8876419940000001
La Vieille Lyre;48.926205647;0.751548419
Villers Sur Le Roule;49.191127725;1.318681293
Sylvains Les Moulins;48.905431432;1.098740558
Vitot;49.168420623;0.8873722980000001
Voiscreville;49.280089106;0.7664232400000001
Vraiville;49.21822569;1.03700936
Amfreville Les Champs;49.698092353;0.827063622
Ancourteville Sur Hericourt;49.691298556;0.660585022
Ancretieville St Victor;49.654670779;0.967552488
Angiens;49.834019497;0.799571582
Anglesqueville La Bras Long;49.77858725;0.783324062
Val De Saane;49.707858898;0.966425365
Anneville Sur Scie;49.839207997;1.092579699
Annouville Vilmesnil;49.680024992;0.431400968
Anquetierville;49.536094824;0.633130022
Anveville;49.699795091;0.748614368
Ardouval;49.74145644;1.272118315
Val De Scie;49.714568041;1.141819738
Val De Scie;49.714568041;1.141819738
Beaubec La Rosiere;49.646775138;1.515488401
Beauval En Caux;49.73917251;1.025336807
Beaurepaire;49.657995884;0.21810839
Bellencombre;49.717880751;1.235705024
Benesville;49.751526446;0.8282112220000001
Le Bocasse;49.609186675;1.069913917
Bois D Ennebourg;49.427567797;1.258596638
Bois Guilbert;49.540365585;1.413651126
Bois Guillaume;49.474336145;1.117948898
Boissay;49.518057307;1.360812593
Callengeville;49.824132207;1.521898476
Bosc Hyons;49.452592635;1.649544821
La Bouille;49.350716909;0.933182385
Bourdainville;49.672926138;0.94105353
Bourville;49.795332011;0.823636507
Bracquetuit;49.66426321;1.169501493
Brametot;49.78179769;0.868864001
Bretteville Du Grand Caux;49.665184871;0.385703425
Buchy;49.587669476;1.351271834
Buchy;49.587669476;1.351271834
Bully;49.721221322;1.359636677
Cailleville;49.836473397;0.7357915540000001
Canville Les Deux Eglises;49.773874853;0.836291046
Carville Pot De Fer;49.718446478;0.724282435
Catenay;49.510687954;1.326548619
Caudebec Les Elbeuf;49.282086348;1.025205777
La Chapelle Du Bourgay;49.82250007;1.146082403
La Chapelle Sur Dun;49.857561818;0.84627549
Cideville;49.611631019;0.8877117600000001
Clasville;49.793179794;0.620790556
Colmesnil Manneville;49.847662575;1.028902913
Conteville;49.697081367;1.637952636
La Crique;49.692530968;1.203084179
Criquetot L Esneval;49.637317733;0.267520775
Criquetot Sur Ouville;49.67179326;0.849677279
Cuverville Sur Yeres;49.951643904;1.389126064
Dampierre En Bray;49.53494511;1.6625977390000002
Dampierre St Nicolas;49.857038812;1.203286299
Douvrend;49.874317875;1.31905648
Ecrainville;49.646295267;0.313480581
Ecretteville Sur Mer;49.791652066;0.485728049
Ectot Les Baons;49.643782567;0.8092279870000001
Elbeuf En Bray;49.493528326;1.651705725
Epreville;49.705450465;0.367368233
Ernemont La Villette;49.455130205;1.712307537
Esclavelles;49.70484072;1.385274292
Etoutteville;49.672183666;0.783581869
Terres De Caux;49.652674191;0.59810188
Terres De Caux;49.652674191;0.59810188
Terres De Caux;49.652674191;0.59810188
Flamets Fretils;49.725764374;1.5821787820000002
Flocques;50.034619317;1.364698012
Fongueusemare;49.674653092;0.309913576
Fontaine En Bray;49.678528622;1.422469785
Fontaine Sous Preaux;49.485713543;1.168889652
Forges Les Eaux;49.609171779;1.5620703740000002
Foucart;49.615322372;0.5917536280000001
Freauville;49.824970407;1.4168943120000002
La Frenaye;49.52107278;0.5728016920000001
Fresles;49.746241264;1.343533059
Fresne Le Plan;49.414032089;1.296836205
Fresquiennes;49.561993085;1.011841952
St Martin De L If;49.564058993;0.805501417
Fultot;49.758766271;0.7818538890000001
Gonnetot;49.761809537;0.896466508
Goupillieres;49.583689487;0.982933884
Grainville Sur Ry;49.475109176;1.299724813
Grand Couronne;49.348079365;1.004888915
Grandcourt;49.916842227;1.485051283
Les Grandes Ventes;49.771510789;1.234564359
Graval;49.727841093;1.550002038
Grigneuseville;49.65490913;1.191865266
Gruchet St Simeon;49.822308516;0.8922446850000001
Hattenville;49.654015315;0.5388379870000001
Haussez;49.587639697;1.679099923
Hautot Sur Mer;49.902436359;1.040756508
Le Havre;49.498319485;0.140965046
Henouville;49.474993029;0.95213738
Houdetot;49.816616632;0.806317401
Hugleville En Caux;49.62349372;0.990188138
Illois;49.745395011;1.645750187
Incheville;50.005047211;1.499889627
Longroy;49.980966341;1.535093094
Longueil;49.882868999;0.94773348
Maneglise;49.566399244;0.256799012
Maniquerville;49.694893736;0.346726688
Martainville Epreville;49.452167814;1.294017977
Maucomble;49.687550894;1.333925835
Maulevrier Ste Gertrude;49.554665764;0.708319931
Mauny;49.396786352;0.902390397
Menonval;49.761555299;1.480993593
Mesnieres En Bray;49.765846874;1.387155928
Le Mesnil Durdent;49.817315624;0.770942906
Le Mesnil Lieubray;49.516023083;1.5072318340000002
Mesnil Mauger;49.669571415;1.521621788
Mesnil Raoul;49.396753424;1.274747026
Le Mesnil Sous Jumieges;49.411082792;0.8545599190000001
Molagnies;49.52304113;1.724780541
Montivilliers;49.544117999;0.190183631
Montroty;49.431998196;1.662185831
Motteville;49.630571289;0.8544587010000001
Moulineaux;49.342804333;0.958153759
Neuf Marche;49.42230706;1.6921343160000002
Neuville Ferrieres;49.711315233;1.453985902
Nointot;49.597401011;0.471932118
Notre Dame D Aliermont;49.846024378;1.298260087
Offranville;49.871386786;1.035378921
Auzouville Sur Ry;49.437804584;1.309185992
Oherville;49.726949398;0.689971628
Avesnes En Val;49.917802494;1.407598192
Oudalle;49.484992458;0.280986873
Baons Le Comte;49.639225838;0.7619808680000001
Ourville En Caux;49.732050799;0.598595313
Baromesnil;49.985461539;1.41265878
Le Petit Quevilly;49.424315361;1.059940249
Bellengreville;49.911144426;1.228407686
Petiville;49.45406428;0.583820766
La Belliere;49.6055364;1.602139307
Pierrecourt;49.888438486;1.639074612
Bernieres;49.621771988;0.477198382
Pierrefiques;49.673697957;0.230202801
Bertreville St Ouen;49.812461439;1.042810841
Preaux;49.487395643;1.216017278
Berville En Caux;49.712296404;0.837017753
Pretot Vicquemare;49.733188837;0.8473463280000001
Beuzevillette;49.575672227;0.54725167
Riville;49.723071724;0.563831551
Bihorel;49.462550654;1.128619364
Rocquemont;49.608363794;1.29772543
Blainville Crevon;49.5045434;1.29161548
Rosay;49.696512247;1.254905971
Bonsecours;49.426058878;1.130438728
Roumare;49.507717079;0.968094308
Bois L Eveque;49.452615618;1.255054385
Routes;49.730227115;0.748297462
Bolleville;49.603025439;0.564118746
Saane St Just;49.7564349;0.923373536
Bosc Bordel;49.605322441;1.409372051
Sainneville;49.552736319;0.292915399
Bosc Edeline;49.574543337;1.429063688
St Aignan Sur Ry;49.496665263;1.347726528
Bosc Mesnil;49.668390275;1.348326191
St Aubin Le Cauf;49.868011792;1.176284464
Calleville Les Deux Eglises;49.703942361;1.021224088
Ste Beuve En Riviere;49.758565357;1.528045401
Canteleu;49.433502837;1.014205137
St Crespin;49.774329728;1.110884673
Carville La Folletiere;49.55631711;0.8165287320000001
St Germain Sous Cailly;49.578784241;1.209178032
Rives En Seine;49.522720071;0.7303794050000001
St Jacques Sur Darnetal;49.446387539;1.207973805
Rives En Seine;49.522720071;0.7303794050000001
St Jean Du Cardonnay;49.499976193;1.00999349
Cleres;49.591061814;1.103626038
St Lucien;49.505025412;1.451503396
Cleville;49.622356471;0.615889515
St Maclou La Briere;49.648959839;0.470135333
Compainville;49.658396553;1.560208614
Ste Marguerite Sur Duclair;49.512152353;0.821506073
Crasville La Rocquefort;49.804156098;0.8776485940000001
St Martin Aux Buneaux;49.827150808;0.550041638
Criquebeuf En Caux;49.739106444;0.333975751
St Martin De Boscherville;49.444669852;0.963341995
Cropus;49.737349447;1.147038569
Petit Caux;49.955140854;1.254783149
Cuy St Fiacre;49.510586781;1.690972155
Petit Caux;49.955140854;1.254783149
Dancourt;49.901488557;1.5391041
Petit Caux;49.955140854;1.254783149
Deville Les Rouen;49.466712103;1.051097732
St Martin L Hortier;49.746072833;1.404568013
Doudeauville;49.56733017;1.698923749
Senneville Sur Fecamp;49.772029358;0.414783784
Drosay;49.792481466;0.7378580050000001
Servaville Salmonville;49.477652143;1.270429917
Ectot L Auber;49.655055031;0.930326542
Sierville;49.591466435;1.037558897
Elbeuf;49.276327724;0.997391936
Sommesnil;49.710406947;0.670796672
Epouville;49.563332937;0.229547888
Theuville Aux Maillots;49.761802492;0.545808622
Ernemont Sur Buchy;49.540679779;1.359694755
Thietreville;49.719083303;0.518143003
Terres De Caux;49.652674191;0.59810188
Thiouville;49.687928573;0.627513446
Fecamp;49.752532787;0.39589252
Tourville La Riviere;49.328051265;1.091145596
Ferrieres En Bray;49.48674411;1.757707891
Tourville Les Ifs;49.711971257;0.399647804
La Ferte St Samson;49.577304961;1.536680056
Vatteville La Rue;49.454172013;0.684094447
Flamanville;49.631557017;0.832290407
Virville;49.592114041;0.356138108
La Fontelaye;49.693355306;0.943194749
Yainville;49.456993753;0.828280282
Fontenay;49.569512554;0.177872552
Yvecrique;49.689596369;0.8076433110000001
Forges Les Eaux;49.609171779;1.5620703740000002
Yvetot;49.617560375;0.7610134110000001
Fresnoy Folny;49.887156056;1.435230947
Yville Sur Seine;49.412654729;0.883463164
St Martin De L If;49.564058993;0.805501417
Fry;49.526435427;1.53811794
Gerville;49.697830085;0.328323059
Goderville;49.644917792;0.35491847
Grainville Ymauville;49.653809322;0.413244693
Gremonville;49.661757418;0.829049142
Guerville;49.947893467;1.512937053
Le Hanouard;49.722852684;0.6546466160000001
Haudricourt;49.732962877;1.696979735
Hautot L Auvray;49.765618015;0.7555762530000001
Hautot Le Vatois;49.646049213;0.7030707770000001
Le Havre;49.498319485;0.140965046
Le Havre;49.498319485;0.140965046
Heurteauville;49.453480499;0.802312083
Lammerville;49.794436269;0.970987721
Longueville Sur Scie;49.795512079;1.106933638
Louvetot;49.573091778;0.7217225220000001
Lucy;49.772497548;1.44862275
Luneray;49.822830689;0.918805642
Arelaune En Seine;49.456808661;0.7485996070000001
Malaunay;49.525387712;1.048837413
Malleville Les Gres;49.830350534;0.6069113460000001
Massy;49.687882437;1.395967502
Mathonville;49.622980642;1.3818231170000002
Le Mesnil Esnard;49.413810193;1.144850206
Mirville;49.606009072;0.440074726
Monchaux Soreng;49.946242495;1.572952705
Mont Cauvaire;49.570586082;1.113171014
Monterolier;49.622538391;1.345902595
Montmain;49.409599398;1.245909558
Montreuil En Caux;49.686057224;1.156264382
Mont St Aignan;49.467316576;1.081609056
Port Jerome Sur Seine;49.502128399;0.5867809740000001
Notre Dame Du Bec;49.593899315;0.219590719
Notre Dame Du Parc;49.749424273;1.128735001
Octeville Sur Mer;49.559181925;0.117704356
Ouville L Abbaye;49.694352218;0.866836983
Pavilly;49.575780432;0.946922304
Pommereval;49.735281662;1.304645241
La Poterie Cap D Antifer;49.677998457;0.178142539
Preuseville;49.880515741;1.5049542960000002
Quevreville La Poterie;49.354982542;1.189946008
Rebets;49.513458842;1.39387742
La Remuee;49.526013888;0.409988984
Ricarville Du Val;49.798199062;1.269807322
Richemont;49.810111871;1.643736449
Roncherolles Sur Le Vivier;49.464547627;1.181522987
Ronchois;49.724357167;1.622841086
Rouen;49.441495678;1.093575536
Rouville;49.626194623;0.498329337
Rouvray Catillon;49.576445476;1.47711429
Rouxmesnil Bouteilles;49.899812752;1.100185649
Royville;49.779034207;0.953610488
Ste Agathe D Aliermont;49.825257509;1.338462028
St Arnoult;49.536356647;0.677049452
St Aubin De Cretot;49.572519465;0.6303203930000001
St Aubin Les Elbeuf;49.303041283;1.017546731
St Aubin Routot;49.52262234;0.318400927
St Aubin Sur Scie;49.882868738;1.07834706
Ste Colombe;49.796288251;0.762631327
St Etienne Du Rouvray;49.381617815;1.08961109
St Eustache La Foret;49.554369397;0.451129815
St Germain Des Essourts;49.534025354;1.315249139
St Germain Sur Eaulne;49.765345802;1.509502299
St Laurent En Caux;49.743580501;0.8884622080000001
Ste Marguerite Sur Mer;49.906594914;0.955937543
Morienne;49.782031907;1.721740594
Ste Marie Des Champs;49.626023865;0.781131568
St Martin Au Bosc;49.831688533;1.668632623
St Martin Du Vivier;49.470939128;1.155747466
Petit Caux;49.955140854;1.254783149
Petit Caux;49.955140854;1.254783149
Petit Caux;49.955140854;1.254783149
St Nicolas D Aliermont;49.874433888;1.237355085
St Nicolas De La Taille;49.514130153;0.468966404
St Ouen Du Breuil;49.631975763;1.023752957
St Pierre En Val;50.01133931;1.440550987
St Pierre Les Elbeuf;49.278092115;1.048050854
St Riquier Es Plains;49.820269111;0.665694934
St Vaast Du Val;49.686363871;1.009638229
St Vincent Cramesnil;49.508793378;0.360628195
Sandouville;49.478744345;0.301048945
Sassetot Le Malgarde;49.772072317;0.8955134130000001
Sauchay;49.919570301;1.205382613
Saumont La Poterie;49.577632528;1.615005841
Saussay;49.637010329;0.925613499
Serqueux;49.627740988;1.544964238
Sigy En Bray;49.547574961;1.473362177
Sotteville Les Rouen;49.410618714;1.095496884
Sotteville Sur Mer;49.872676676;0.8276221260000001
Therouldeville;49.75639392;0.522811376
Le Torp Mesnil;49.72508662;0.904984899
Le Trait;49.484116698;0.819851524
Vassonville;49.689222727;1.07729713
La Vaupaliere;49.481998788;0.994113859
Veulettes Sur Mer;49.844958578;0.586865374
Vieux Manoir;49.565684825;1.295282587
Villy Sur Yeres;49.941399625;1.45756086
Vinnemerville;49.807549017;0.5554752740000001
Ymare;49.347415515;1.167604635
Ypreville Biville;49.694474017;0.531355851
Alencon;48.431517633;0.091615677
Appenai Sous Belleme;48.340171938;0.5639507490000001
Athis Val De Rouvre;48.790712039;-0.465246864
Athis Val De Rouvre;48.790712039;-0.465246864
Aunou Sur Orne;48.606207533;0.238613922
Beaulieu;48.680267697;0.736377299
Bellou En Houlme;48.691606048;-0.443985174
Le Bouillon;48.558259254;0.098504343
Bursard;48.540829931;0.204407733
Le Cercueil;48.59413382;0.010017822
Chailloue;48.658548512;0.208052401
Le Champ De La Pierre;48.604359484;-0.205355014
Chandai;48.742345124;0.744034007
Rives D Andaine;48.531327345;-0.449497376
La Chapelle Pres Sees;48.567055433;0.153631422
Le Chatellier;48.677548324;-0.582477445
La Chaux;48.602657191;-0.265599989
Ciral;48.507613924;-0.132433765
Colombiers;48.476048147;0.051011223
Conde Sur Sarthe;48.434243263;0.033154587
La Coulonche;48.637795068;-0.466712957
Courtomer;48.625368559;0.348177039
Dame Marie;48.35500401;0.617815008
Domfront En Poiraie;48.591868321;-0.651384221
Dompierre;48.63667062;-0.553699758
Ecorcei;48.719773873;0.575901733
Ecouche Les Vallees;48.720553301;-0.143278831
Fay;48.661183471;0.407533034
Feings;48.543465992;0.6490174780000001
La Ferriere Au Doyen;48.679609357;0.506262306
La Ferte En Ouche;48.852314802;0.489004928
Gandelain;48.471194172;-0.086555718
Les Genettes;48.661708864;0.581834751
La Genevraie;48.683893604;0.319394838
Le Grais;48.640040147;-0.320217101
Gueprei;48.836053984;-0.015984052
Guerquesalles;48.901469908;0.216371168
L Aigle;48.756116038;0.611143502
La Lande St Simeon;48.827302512;-0.434648011
Landigou;48.743604847;-0.478167455
Loisail;48.505149873;0.586880399
Lonrai;48.453048496;0.036834817
Le Mage;48.504886319;0.8138902870000001
Mantilly;48.511386441;-0.813870905
Le Menil De Briouze;48.661116769;-0.397844726
Le Menil Brout;48.479958685;0.239343495
Menil Gondouin;48.753736347;-0.297114999
Menil Vin;48.849643349;-0.318940343
Les Menus;48.517445686;0.932836312
Montreuil Au Houlme;48.681558124;-0.266626943
