ville;latitude;longitude
Biesles;48.102704705;5.286001221
Chamarandes Choignes;48.102736959;5.189755807
Bize;47.840392086;5.636911807
Choilley Dardenay;47.661440758;5.365326211
Blaisy;48.173588565;5.010097488
Cirey Sur Blaise;48.333189316;4.935641447
Blessonville;48.058365671;5.012530455
Cirfontaines En Azois;48.10501177;4.863095687
Blumeray;48.354614559;4.863466909
Colombey Les Deux Eglises;48.244637638;4.923306914
Bourbonne Les Bains;47.944169678;5.74185573
Colombey Les Deux Eglises;48.244637638;4.923306914
Bourg Ste Marie;48.185227034;5.554254356
Colombey Les Deux Eglises;48.244637638;4.923306914
Bourmont Entre Meuse Et Mouzon;48.219822107;5.605698609
Colombey Les Deux Eglises;48.244637638;4.923306914
Breuvannes En Bassigny;48.085335471;5.609725187
Condes;48.142062121;5.143563148
Breuvannes En Bassigny;48.085335471;5.609725187
Coupray;47.97676525;4.939822474
Briaucourt;48.207928494;5.194993096
Cuves;48.094385763;5.434129597
Bricon;48.085812884;4.985355443
Domblain;48.466185036;5.001272396
Brousseval;48.491463414;4.9778192180000005
Donjeux;48.352822276;5.162008448
Buxieres Les Clefmont;48.09005523;5.460629374
Eclaron Braucourt Ste Liviere;48.57508659;4.831752127
Francheleins;46.073642487;4.812560271
Vals Des Tilles;47.693727541;5.08201863
Eclaron Braucourt Ste Liviere;48.57508659;4.831752127
Chambroncourt;48.352145036;5.399183468
Epizon;48.367018666;5.322519339
Champigneulles En Bassigny;48.128958263;5.629699132
Le Val D Esnoms;47.690146754;5.216040162
Champigny Sous Varennes;47.871775362;5.628593025
Eurville Bienville;48.578050013;5.030091555
Changey;47.925658926;5.384392753
Faverolles;47.953453077;5.225552673
Chanoy;47.920884883;5.284571137
Fayl Billot;47.78665487;5.604255711
Guereins;46.106683459;4.782509441
Chantraines;48.216087799;5.241619129
Fresnes Sur Apance;47.940140911;5.83324866
Charmes En L Angle;48.359141477;4.997526367
Gilley;47.689226641;5.632264677
Chateauvillain;48.029055739;4.932784966
Heuilley Le Grand;47.752528752;5.395303072
Chatenay Vaudin;47.851662199;5.448903854
Humbecourt;48.579937107;4.921814294
Chatonrupt Sommermont;48.472119212;5.099885562
Illoud;48.216244381;5.553404216
Chatonrupt Sommermont;48.472119212;5.099885562
Laneuvelle;47.933541537;5.668310727
Chamarandes Choignes;48.102736959;5.189755807
Langres;47.859015354;5.339350869
Clinchamp;48.195315002;5.450583782
Lanques Sur Rognon;48.087777573;5.369140533
Coiffy Le Bas;47.909011884;5.660046758
Latrecey Ormoy Sur Aube;47.986161204;4.842801322
Coiffy Le Haut;47.900861277;5.691262331
Levecourt;48.135787038;5.560842838
Colmier Le Haut;47.786520396;4.988015081
Louvieres;48.028003684;5.283866702
Colombey Les Deux Eglises;48.244637638;4.923306914
Mareilles;48.174172388;5.262745022
Colombey Les Deux Eglises;48.244637638;4.923306914
Marnay Sur Marne;48.010916526;5.232962035
Consigny;48.165243993;5.4114094470000005
Mennouveaux;48.103346776;5.411887688
Coublanc;47.693918095;5.449365698
Meures;48.187862834;5.060983576
Courcelles Sur Blaise;48.413077618;4.941044465
La Porte Du Der;48.476118082;4.808640737
Culmont;47.828790775;5.443433297
Val De Meuse;48.007021144;5.534516499
Montceaux;46.096201232;4.80371646
Curmont;48.256065843;4.95156617
Val De Meuse;48.007021144;5.534516499
Cusey;47.625232739;5.352821817
Val De Meuse;48.007021144;5.534516499
Dommarien;47.689264207;5.35267353
Morancourt;48.429712583;5.003848001
Doncourt Sur Meuse;48.140621712;5.5841072270000005
Mussey Sur Marne;48.379027369;5.126018565
Doulaincourt Saucourt;48.315273743;5.204744766
Nogent;48.037396923;5.365000262
Doulevant Le Petit;48.44966113;4.953331614
Occey;47.604259444;5.271857279
Euffigneix;48.128784581;5.044786114
Palaiseul;47.767314163;5.418063185
Farincourt;47.697019822;5.6812448710000005
Perrancey Les Vieux Moulins;47.856762343;5.275475448
Flagey;47.786959552;5.244604821
Perrancey Les Vieux Moulins;47.856762343;5.275475448
Fontaines Sur Marne;48.557947425;5.115583181
Perrogney Les Fontaines;47.804314718;5.201750214
Forcey;48.151043184;5.368967768
Pierremont Sur Amance;47.80427347;5.659992732
Frecourt;47.949076645;5.453832339
Pierremont Sur Amance;47.80427347;5.659992732
Fronville;48.400534645;5.135162348
Pisseloup;47.832779835;5.738962173
Genevrieres;47.722863962;5.6020486
Poinsenot;47.716452801;5.008076863
Germaines;47.798837608;5.028383111
Poissons;48.423603848;5.215711991
Haulme;49.857698257;4.792256184
Gillaume;48.469060439;5.345457084
Le Chatelet Sur Meuse;47.973775407;5.639230797
Les Hautes Rivieres;49.909021936;4.84766011
Grenant;47.708027952;5.49421275
Praslay;47.735883494;5.104566142
Haute Amance;47.844958503;5.533902728
Le Montsaugeonnais;47.666734727;5.285091452
Haute Amance;47.844958503;5.533902728
Rives Dervoises;48.470251601;4.68646452
Haute Amance;47.844958503;5.533902728
Rachecourt Sur Marne;48.518563446;5.093166278
Humberville;48.292644742;5.380482486
Reynel;48.300474116;5.339327527
Humes Jorquenay;47.903742168;5.304703775
Rolampont;47.950493568;5.308934859
Is En Bassigny;48.034475526;5.446689579
Rouecourt;48.328743402;5.075685464
Joinville;48.433306326;5.122246267
Rouelles;47.803330213;5.08801919
Juzennecourt;48.192943708;4.985004731
Rougeux;47.810207992;5.573103306
Laferte Sur Aube;48.094061586;4.774638099
St Blin;48.250994671;5.416514198
Bayard Sur Marne;48.549934134;5.068314943
St Dizier;48.628252867;4.949345837
Bayard Sur Marne;48.549934134;5.068314943
Saints Geosmes;47.822609989;5.343718141
Bayard Sur Marne;48.549934134;5.068314943
St Thiebault;48.200908255;5.577334186
Lariviere Arnoncourt;48.024402979;5.718575367
St Vallier Sur Marne;47.834508221;5.401800381
Lecey;47.863482205;5.431326173
Semoutiers Montsaon;48.063827138;5.0537035
Lezeville;48.427352264;5.392427462
Sommancourt;48.50410683;5.03730777
Luzy Sur Marne;48.056248679;5.20004722
Sommevoire;48.410025447;4.832817848
Maisoncelles;48.132350968;5.533510653
Suzannecourt;48.442210456;5.18032495
Montherme;49.89968252;4.747749349
Marbeville;48.26247797;5.021852188
Thonnance Les Joinville;48.462186246;5.188111706
Marcilly En Bassigny;47.886739549;5.547709247
Thonnance Les Moulins;48.419797369;5.31457769
Mardor;47.884249257;5.210727954
Tornay;47.694758741;5.598991518
Val De Meuse;48.007021144;5.534516499
Troisfontaines La Ville;48.542917783;5.007679621
Val De Meuse;48.007021144;5.534516499
Vaillant;47.715709348;5.155191795
Morionvilliers;48.375213927;5.411568115
Valleret;48.487330349;5.010580321
Mouilleron;47.692608385;5.106764383
Varennes Sur Amance;47.895682919;5.61176609
Neuilly Sur Suize;48.038089761;5.129072479
Vaudremont;48.132507307;4.909910462
Noncourt Sur Le Rongeant;48.417517895;5.250637617
Vaux Sur Blaise;48.469093591;4.967989878
Nully;48.370382784;4.814774303
Velles;47.834581725;5.723796233
Orbigny Au Val;47.883696255;5.421978995
Verbiesles;48.075700123;5.188525302
Ormancey;47.906100441;5.178604549
Vignory;48.275749247;5.089550476
Outremecourt;48.21595601;5.691952626
Villars En Azois;48.069628295;4.720324007
Parnoy En Bassigny;48.025789849;5.660858228
Villars Santenoge;47.744576743;4.999361725
Paroy Sur Saulx;48.514820216;5.247512099
Vivey;47.737382149;5.064690929
Pierremont Sur Amance;47.80427347;5.659992732
Voisey;47.879217657;5.7636433270000005
Plesnoy;47.892362593;5.491226941
Poinson Les Fayl;47.750100514;5.604575619
Le Chatelet Sur Meuse;47.973775407;5.639230797
Le Montsaugeonnais;47.666734727;5.285091452
Rachecourt Suzemont;48.455922474;4.969347649
Rangecourt;48.042642738;5.487570481
Richebourg;48.009623549;5.0609887
Rimaucourt;48.247396295;5.349554256
Rivieres Le Bois;47.741700394;5.451464408
Rizaucourt Buchey;48.274706037;4.868800199
Rochetaillee;47.848737488;5.119908678
Rolampont;47.950493568;5.308934859
Rouvres Sur Aube;47.861255849;4.987812889
Sailly;48.4352979;5.272339586
St Broingt Le Bois;47.729155273;5.41876308
St Broingt Les Fosses;47.713151366;5.268437839
St Loup Sur Aujon;47.879965909;5.079109509
Saulles;47.701116184;5.528164789
Sexfontaines;48.209840754;5.028527679
Sommevoire;48.410025447;4.832817848
Soncourt Sur Marne;48.24904278;5.092439231
Soulaucourt Sur Mouzon;48.195577939;5.69402334
Thilleux;48.433768387;4.790054895
Thol Les Millieres;48.146610977;5.477885163
Thonnance Les Moulins;48.419797369;5.31457769
Thonnance Les Moulins;48.419797369;5.31457769
Troisfontaines La Ville;48.542917783;5.007679621
Vaux Sur St Urbain;48.371011008;5.207517791
Verseilles Le Bas;47.761842369;5.285945285
Vesaignes Sous Lafauche;48.284624832;5.443685229
Villars Santenoge;47.744576743;4.999361725
Villegusien Le Lac;47.738980898;5.325690462
Villiers En Lieu;48.668294283;4.905475992
Violot;47.75905009;5.444771458
Voillecomte;48.502428409;4.863346876
Wassy;48.499425848;4.930546436
Abbeville Les Conflans;49.200485513;5.843731257
Aboncourt;48.361121467;5.982634902
Affracourt;48.457907449;6.165471074
Anoux;49.273053416;5.86496548
Arracourt;48.724938009;6.5336532080000005
Athienville;48.717798898;6.486710107
Auboue;49.211177877;5.975027321
Baccarat;48.450247427;6.741033553
Barbonville;48.550157308;6.355278689
Bezange La Grande;48.747788698;6.472834786
Bienville La Petite;48.633791217;6.512528758
Bonviller;48.628094546;6.495475899
Bouillonville;48.940585778;5.846541644
Brainville;49.122397452;5.808893103
Brehain La Ville;49.439504657;5.884984902
Val De Briey;49.262184621;5.952953696
Buriville;48.537161309;6.688571796
Chaligny;48.637229439;6.090562657
Chambley Bussieres;49.052021236;5.915105526
Choloy Menillot;48.653935546;5.808882267
Coincourt;48.702136986;6.616923967
Colmey;49.463033124;5.552625308
Cons La Grandville;49.487301881;5.698909159
Crepey;48.528026688;5.961070156
Crevechamps;48.519503848;6.263450702
Dombasle Sur Meurthe;48.618944343;6.360533805
Domevre En Haye;48.815358768;5.935532729
Domjevin;48.580749215;6.698248822
Dommartin La Chaussee;49.010706428;5.866008006
Ecrouves;48.680158508;5.843526555
Flainval;48.619175159;6.398421046
Allamps;48.548705186;5.814884818
Flavigny Sur Moselle;48.570177598;6.19318396
Amance;48.755372418;6.309828599
Fleville Devant Nancy;48.629899899;6.203018672
Ancerviller;48.533723288;6.836834385
Flin;48.50264202;6.65813763
Ansauville;48.812313657;5.823605937
Forcelles St Gorgon;48.45655849;6.10478386
Anthelupt;48.60266154;6.414593963
Fremenil;48.561381454;6.707291753
Art Sur Meurthe;48.66124481;6.262544525
Froville;48.469261738;6.364757699
Atton;48.892874957;6.110496816
Gerbeviller;48.493393043;6.511468098
Bagneux La Fosse;47.998956386;4.291272927
Autreville Sur Moselle;48.82866589;6.107530745
Germiny;48.546611442;6.000886863
Balnot Sur Laignes;48.036819397;4.352809918
Autrey;48.532031235;6.12666014
Gibeaumeix;48.59075695;5.743487398
Baroville;48.183374438;4.740890209
Azerailles;48.497612988;6.694485216
Giraumont;49.173562933;5.916601695
Bercenay Le Hayer;48.331461305;3.59044128
Bainville Sur Madon;48.589709897;6.0873686
Gogney;48.61473199;6.869799921
Breviandes;48.256242713;4.105902589
Bayonville Sur Mad;49.016216002;5.997083528
Goviller;48.504910455;6.014014321
Breviandes;48.256242713;4.105902589
Bazailles;49.40918075;5.765518002
Grimonviller;48.38182478;6.007922961
Celles Sur Ource;48.073710803;4.422534657
Belleau;48.848892142;6.186937372
Gripport;48.416155902;6.248403409
Chacenay;48.108006492;4.532229162
Belleau;48.848892142;6.186937372
Gye;48.625699959;5.877823906
Chamoy;48.114379354;3.965919628
Belleau;48.848892142;6.186937372
Haraucourt;48.663151041;6.359627223
Champfleury;48.614297375;4.031214845
Belleville;48.81439654;6.090242995
Harbouey;48.570742729;6.893956853
Chaource;48.055280742;4.139381842
Blainville Sur L Eau;48.54985996;6.414855911
Homecourt;49.222834703;5.992637577
Charmont Sous Barbuise;48.415367578;4.180724548
Boncourt;49.172781659;5.823106311
Jarny;49.150010659;5.881681865
Charmoy;48.393365153;3.580853946
Boucq;48.755317315;5.757406241
Jarville La Malgrange;48.667427253;6.205097428
Le Chene;48.562540466;4.175332638
Bouxieres Aux Chenes;48.772883308;6.271571974
Jaulny;48.966943128;5.892815975
Courteron;48.015836037;4.462391278
Bremoncourt;48.491775379;6.359557674
Joeuf;49.231661831;6.011657254
Cussangy;48.023105446;4.091479681
Bruley;48.71309218;5.857578313
Landremont;48.854940113;6.151647946
Davrey;48.046664284;3.959892952
Bruville;49.123317732;5.925814515
Laneuveville Derriere Foug;48.707556185;5.806008594
Dosnon;48.614913769;4.246672036
Bures;48.698089517;6.570789779
Laneuveville Devant Nancy;48.646141522;6.241405476
Droupt St Basle;48.480241932;3.956864645
Ablancourt;48.810539412;4.530056403
Burthecourt Aux Chenes;48.577017761;6.247581032
Lantefontaine;49.253555176;5.887263701
Echemines;48.390816388;3.835902709
Allemanche Launay Et Soyer;48.60649033;3.791242066
Chaouilley;48.44125449;6.066218382
Laxou;48.682234668;6.113710038
Eguilly Sous Bois;48.139387636;4.537801785
Athis;49.007496227;4.125568763
Charmes La Cote;48.624916847;5.827122284
Leintrey;48.628596883;6.743711835
Estissac;48.256047481;3.810959311
Aulnay L Aitre;48.825586517;4.567723141
Charmois;48.534497397;6.388877379
Lesmenils;48.931524309;6.11071397
Estissac;48.256047481;3.810959311
Baslieux Sous Chatillon;49.122084173;3.795129174
Chaudeney Sur Moselle;48.654811116;5.924765374
Lubey;49.244159585;5.854835109
Fay Les Marcilly;48.401227153;3.60560669
Bassu;48.834510728;4.6932560500000005
Chenicourt;48.858492628;6.283056086
Mairy Mainville;49.304480975;5.8547250680000005
Ferreux Quincey;48.461996405;3.60121778
Bassuet;48.80194358;4.670031963
Clerey Sur Brenon;48.506287239;6.138341477
Maizieres;48.592757209;6.063653046
Fontette;48.076659844;4.616461464
Beaumont Sur Vesle;49.173793407;4.179883375
Conflans En Jarnisy;49.168313763;5.847573611
Malavillers;49.357479146;5.865753457
Fontvannes;48.282290267;3.871401709
Bergeres Les Vertus;48.87354518;4.008414113
Courbesseaux;48.691152616;6.4024023020000005
Manoncourt En Vermois;48.601112228;6.270186118
Fresnay;48.309282749;4.757346633
Bignicourt Sur Saulx;48.755471136;4.787475561
Croismare;48.612696575;6.57259517
Marthemont;48.559074723;6.037462757
Fuligny;48.340534154;4.697916117
Bourgogne Fresne;49.347425172;4.085569529
Damelevieres;48.566120977;6.391867068
Mattexey;48.439271882;6.521030038
Les Granges;48.057335605;4.062361097
Brandonvillers;48.586435248;4.568656809
Deuxville;48.618466815;6.457750036
Maxeville;48.709687072;6.150231362
Herbisse;48.615105676;4.121092419
Braux St Remy;49.024071085;4.865891481
Dolcourt;48.490499918;5.977637259
Mazerulles;48.755714073;6.379000356
Isle Aumont;48.205026382;4.122614378
Breuil Sur Vesle;49.30190677;3.766955422
Dommarie Eulmont;48.418968831;6.031933506
Mehoncourt;48.511960217;6.37957799
Juzanvigny;48.416641262;4.608987995
Breuvery Sur Coole;48.854867963;4.299218454
Doncourt Les Longuyon;49.442835639;5.714022582
Mercy Le Haut;49.369875617;5.825124909
Lagesse;48.016366026;4.133558896
Brimont;49.338659295;4.037361644
Essey Les Nancy;48.707897129;6.232809544
Migneville;48.534627811;6.78376848
Lhuitre;48.581052579;4.273729881
Brouillet;49.228079526;3.737642461
Etreval;48.456673802;6.052787023
Moineville;49.196711744;5.9473854500000005
Lignieres;47.957215763;3.964274641
Caurel;49.304628652;4.14448458
Favieres;48.457231781;5.934084926
Moncel Sur Seille;48.76873544;6.424509085
Lignol Le Chateau;48.213220369;4.812278257
La Celle Sous Chantemerle;48.605159091;3.686221196
Fenneviller;48.485372382;6.882649155
Montigny;48.513927479;6.80317168
Loches Sur Ource;48.069768686;4.504463887
Champigneul Champagne;48.965140498;4.180305509
Flirey;48.883619669;5.851376529
Montigny Sur Chiers;49.471236486;5.668219707
La Louptiere Thenard;48.384709771;3.437805464
Champlat Et Boujacourt;49.155991562;3.826913962
Fraisnes En Saintois;48.374253944;6.061377766
Mont Le Vignoble;48.618869336;5.849986284
Macey;48.305985428;3.913846849
Charmont;48.868868031;4.870585898
Franconville;48.499998601;6.452160605
Morfontaine;49.443503402;5.816440058
Magny Fouchard;48.235306702;4.545367675
Chaudefontaine;49.101073157;4.871928636
Gerbecourt Et Haplemont;48.48802549;6.152802126
Morville Sur Seille;48.91765652;6.146581625
Marcilly Le Hayer;48.331148338;3.644248398
Clamanges;48.830070008;4.083134451
Giriviller;48.43520913;6.495344627
Mouaville;49.213767404;5.778579952
Marigny Le Chatel;48.401381682;3.721653006
Val Des Marais;48.827392725;3.967756292
Glonville;48.457670091;6.687959475
Mousson;48.910736663;6.093064624
Marolles Sous Lignieres;47.960720125;3.919916299
Val Des Marais;48.827392725;3.967756292
Gondreville;48.682791232;5.980949043
Moutiers;49.232661103;5.955320584
Mesgrigny;48.480093784;3.864668036
Conflans Sur Seine;48.548189293;3.683173691
Grand Failly;49.421081894;5.518214072
Neuviller Les Badonviller;48.520821235;6.876663632
Mesnil Sellieres;48.336064386;4.206237285
Connantray Vaurefroy;48.739101538;4.067005678
Halloville;48.550988264;6.860154817
Norroy Le Sec;49.276750892;5.809536052
Montfey;48.066963456;3.872680462
Corfelix;48.831319361;3.697553725
Hammeville;48.499709413;6.070807307
Onville;49.021924743;5.968854683
Montgueux;48.297644361;3.954006786
Cormoyeux;49.109328857;3.912701993
Hamonville;48.823678325;5.807733257
Pagny Sur Moselle;48.988270806;6.012406893
Montmorency Beaufort;48.487087926;4.555757585
Coupeville;48.904135903;4.623203685
Hannonville Suzemont;49.098870527;5.836733608
Parey St Cesaire;48.527176817;6.063717886
Montreuil Sur Barse;48.216831842;4.285753099
Courgivaux;48.712890356;3.49020895
Haucourt Moulaine;49.496698918;5.80736522
Parroy;48.66806947;6.607929483
Morembert;48.503380676;4.331219403
Courjeonnet;48.824672209;3.830138763
Haudonville;48.501816549;6.479704441
Piennes;49.307191271;5.784403273
Nozay;48.500008976;4.082484043
Courlandon;49.317015611;3.735972821
Henamenil;48.664534002;6.568246207
Praye;48.437903968;6.111263024
Pars Les Romilly;48.481691021;3.728445988
Crugny;49.253618012;3.734388607
Herbeviller;48.552889654;6.754739779
Preny;48.971597591;5.963914744
Pel Et Der;48.395329496;4.410924652
Cuis;48.99965209;3.966898146
Housseville;48.408527925;6.115658255
Puxe;49.151232711;5.786517786
Plancy L Abbaye;48.585368722;3.984894656
Damery;49.080074557;3.87873015
Jeandelaincourt;48.846871953;6.243584598
Raucourt;48.924433298;6.219187083
Planty;48.268470679;3.650866339
Dampierre Au Temple;49.038689662;4.393842237
Jezainville;48.865181609;6.015973982
Rechicourt La Petite;48.718203669;6.582856962
Plessis Barbuise;48.573433849;3.5865972
Dompremy;48.733233143;4.737777016
Joppecourt;49.389679507;5.802128698
Rehon;49.499306209;5.757383149
Pont Sur Seine;48.508500129;3.597080909
Dormans;49.06252102;3.646266148
Jouaville;49.158263327;5.96166851
Remenoville;48.464599466;6.475466352
Precy St Martin;48.416555643;4.455545131
Val De Viere;48.819781882;4.745613728
Joudreville;49.288178202;5.779146784
Rogeville;48.814730139;5.977340317
Prugny;48.247423183;3.942960955
Ecriennes;48.691790371;4.686996574
Labry;49.182831981;5.872926042
Rozelieures;48.447104184;6.430494457
Prusy;47.973949867;4.050738289
Ecury Sur Coole;48.895562576;4.344498592
Lachapelle;48.417679801;6.769972995
St Firmin;48.425633255;6.136679996
Racines;48.048564223;3.846870213
Epoye;49.286480567;4.233487854
Laloeuf;48.468140453;6.008417556
Ste Genevieve;48.870460314;6.136737397
Radonvilliers;48.334178368;4.474602622
Les Essarts Le Vicomte;48.664900372;3.55323221
Letricourt;48.874646798;6.286344237
St Jean Les Longuyon;49.455228343;5.487271355
Rances;48.46219256;4.554497637
Etrechy;48.882946657;3.950129112
Lironville;48.867610093;5.912236345
St Mard;48.509767085;6.298678784
Rosieres Pres Troyes;48.262511831;4.063904873
Fagnieres;48.945966545;4.30917344
Luneville;48.591779354;6.498963676
Ste Pole;48.505781782;6.830399584
St Andre Les Vergers;48.27794973;4.048697385
Faux Fresnay;48.652635104;3.94961072
Lupcourt;48.602961426;6.221674607
St Supplet;49.376350469;5.728997854
St Benoist Sur Vanne;48.235331457;3.668848511
Faux Vesigneul;48.782571762;4.379151893
Mangonville;48.451128792;6.289257432
Sancy;49.351900745;5.927318886
St Benoit Sur Seine;48.380110587;4.051663465
Faverolles Et Coemy;49.233218194;3.791764526
Manoncourt En Woevre;48.782114661;5.918839597
Sanzey;48.765618338;5.827033001
St Etienne Sous Barbuise;48.492548484;4.115474669
Fontaine Denis Nuisy;48.631308375;3.677117285
Manonville;48.831833576;5.915451065
Saxon Sion;48.418123284;6.086038737
St Hilaire Sous Romilly;48.498213263;3.657811291
Le Fresne;48.906687779;4.666714178
Manonviller;48.590504739;6.662358191
Seichamps;48.715494846;6.271275584
St Lupien;48.364210206;3.699939352
Gaye;48.680028894;3.806698842
Maron;48.657959889;6.0573519
Seicheprey;48.868743312;5.7960654
Saulcy;48.277595214;4.8353528180000005
Ste Marie Du Lac Nuisement;48.600628727;4.761382663
Mars La Tour;49.096919252;5.88447171
Serrouville;49.394129889;5.877350255
Soligny Les Etangs;48.402153999;3.517240269
Heiltz Le Hutier;48.689315641;4.77349874
Moncel Les Luneville;48.563633655;6.561337342
Thiaville Sur Meurthe;48.407375148;6.806150714
Sommeval;48.158974316;3.954896421
Heiltz Le Maurupt;48.798860929;4.829500158
Montreux;48.535654989;6.888205345
Tramont Emy;48.413458041;5.949124951
Trainel;48.413915876;3.456441641
Hermonville;49.331566835;3.914320815
Mont Sur Meurthe;48.549315159;6.441903575
Tramont Lassus;48.401258901;5.966786433
Vallant St Georges;48.460592327;3.885672674
Janvilliers;48.89509371;3.658696789
Mouacourt;48.672164504;6.639646412
Tremblecourt;48.803379449;5.945318077
Vaucogne;48.53313766;4.345201857
Jonquery;49.145995817;3.790319177
Moutrot;48.602367607;5.896697328
Vaucourt;48.665423418;6.685829645
Vaupoisson;48.501255406;4.216637554
Lachy;48.769581913;3.701218497
Neuviller Sur Moselle;48.490051336;6.280872012
Bois De Haye;48.705019443;6.042718525
Verrieres;48.234054314;4.15474821
Linthelles;48.714091718;3.818768533
Nomeny;48.877183297;6.233075111
Velle Sur Moselle;48.531202216;6.285569487
Villemereuil;48.201583975;4.082724167
Linthes;48.733296103;3.856141356
Ormes Et Ville;48.488010235;6.206241075
Vezelise;48.483582684;6.093474471
Villemoiron En Othe;48.199983151;3.791531603
Mairy Sur Marne;48.867942057;4.393639751
Pagney Derriere Barine;48.698714274;5.847293535
Ville Au Montois;49.417057511;5.801479583
Villemorien;48.079824849;4.294357379
Mareuil En Brie;48.963783331;3.754138457
Petitmont;48.546174929;6.976405542
Villecey Sur Mad;48.993391704;5.946596842
La Villeneuve Au Chene;48.248469888;4.390617283
Mareuil Le Port;49.073667061;3.743164657
Pettonville;48.529681924;6.743162255
Villers En Haye;48.820167642;6.006912035
Ville Sous La Ferte;48.135836634;4.771914884
Marfaux;49.169592441;3.901097093
Phlin;48.916838344;6.277097057
Villers Les Nancy;48.661944388;6.128513027
Villiers Le Bois;47.954731552;4.191292261
Marson;48.927062387;4.542789443
Pompey;48.77297427;6.110595246
Villerupt;49.464594677;5.926845725
Villiers Sous Praslin;48.060413226;4.252368394
Matignicourt Goncourt;48.675136202;4.676110234
Pulnoy;48.701913885;6.265787059
Vitrey;48.49439093;6.042379586
Villy Le Bois;48.167414571;4.089926458
Matougues;48.983368153;4.244645087
Reclonville;48.53758125;6.729427187
Xeuilley;48.561871524;6.090493716
Vinets;48.544929483;4.225034715
Moiremont;49.13982095;4.898162271
Rehainviller;48.568358135;6.469993715
Xousse;48.654083128;6.708296794
Yevres Le Petit;48.479497323;4.492043376
Moivre;48.940618873;4.676578886
Rosieres En Haye;48.789175976;5.994651657
Xures;48.689877702;6.65820699
Mondement Montgivroux;48.790946593;3.762860277
Roville Devant Bayon;48.467372193;6.293860674
Abainville;48.532750546;5.514720649
Montmirail;48.880085633;3.560537482
Saulnes;49.529728375;5.826738052
Abaucourt Hautecourt;49.197206165;5.548912425
Moussy;49.015423516;3.923812786
Selaincourt;48.497149642;5.945262423
Ambly Sur Meuse;49.022676248;5.452331066
Nesle Le Repons;49.043992774;3.716253228
Serres;48.691530039;6.454896547
Apremont La Foret;48.844009401;5.621721761
Olizy;49.146214357;3.758656194
Sionviller;48.632142101;6.548103657
Avioth;49.566531977;5.39088128
Orbais L Abbaye;48.943703829;3.700346468
Sivry;48.830106838;6.207236642
Baudremont;48.837571529;5.393548665
Passy Grigny;49.127693487;3.681078133
Tantonville;48.467711298;6.137695401
Baulny;49.265981147;5.024189624
Pleurs;48.69712634;3.870632456
Thiebaumenil;48.579628215;6.629459536
Beauclair;49.448315973;5.110233646
Pringy;48.773479519;4.482981462
Thil;49.473582555;5.905803936
Beaulieu En Argonne;49.043991227;5.03920438
Queudes;48.65912667;3.756871612
Tonnoy;48.554741341;6.258737556
Belleray;49.131906992;5.381934452
Recy;48.999012909;4.323189576
Toul;48.686633759;5.894699641
Belrupt En Verdunois;49.147737796;5.451607741
Reims;49.251726201;4.040155708
Vaudigny;48.438271222;6.203637967
Bislee;48.87331629;5.509669108
Romain;49.330044956;3.75720138
Vaxainville;48.520520438;6.75633731
Blanzee;49.160422406;5.535934
Rouvroy Ripont;49.22276157;4.70514866
Bois De Haye;48.705019443;6.042718525
Bonzee;49.090231819;5.565278868
Sacy;49.198121644;3.952819656
Villette;49.478631114;5.552814622
Bouquemont;48.981340523;5.432686819
St Bon;48.680793338;3.475151446
Villey St Etienne;48.728313772;5.963468874
Brabant En Argonne;49.121090735;5.143947507
St Germain La Ville;48.892163372;4.461734472
Vitrimont;48.590170891;6.442209834
Brandeville;49.392537074;5.304491909
St Hilaire Le Petit;49.265098341;4.381485764
Viviers Sur Chiers;49.465549291;5.631168617
Breheville;49.384124934;5.33339378
St Jean Sur Tourbe;49.123357102;4.671876929
Voinemont;48.516860233;6.17361106
Breux;49.592026109;5.394362013
St Lumier La Populeuse;48.728391884;4.804173651
Xirocourt;48.432653539;6.176303262
Brocourt En Argonne;49.11327223;5.170553149
St Mard Sur Auve;49.029787311;4.727928887
Abaucourt Hautecourt;49.197206165;5.548912425
Broussey En Blois;48.634729212;5.550609312
St Mard Sur Le Mont;48.923628888;4.853094059
Aincreville;49.369615691;5.116082516
Buxieres Sous Les Cotes;48.9062565;5.678159042
St Martin L Heureux;49.24347046;4.377042508
Apremont La Foret;48.844009401;5.621721761
Buzy Darmont;49.175142429;5.706082162
Ste Menehould;49.087002159;4.942725137
Apremont La Foret;48.844009401;5.621721761
Chaillon;48.949472086;5.643189284
St Quentin Sur Coole;48.849432022;4.325745483
Baalon;49.482758388;5.258664895
Champneuville;49.236657997;5.329344314
St Thomas En Argonne;49.1911085;4.866048241
Badonvilliers Gerauvilliers;48.54420794;5.577196943
Charpentry;49.257361412;5.041665338
St Vrain;48.696664295;4.821217433
Bantheville;49.352939449;5.073702544
Chauvoncourt;48.892346867;5.497211143
Saudoy;48.682017538;3.698662917
Bazeilles Sur Othain;49.50081309;5.426526938
Cheppy;49.224095876;5.073049476
Scrupt;48.716211409;4.808963175
Bazincourt Sur Saulx;48.687170708;5.140508909
Chonville Malaumont;48.760942881;5.489923123
Servon Melzicourt;49.208548541;4.846143
Beaufort En Argonne;49.479880034;5.10822936
Clermont En Argonne;49.108860848;5.081291474
Sogny Aux Moulins;48.895693216;4.389320305
Beaumont En Verdunois;49.261785827;5.409714176
Combles En Barrois;48.744100641;5.113460685
Sommesous;48.734920356;4.212889662
